Fecha;CodZR;DesZR;CodMun;DesMun;NuevosCasos;AcumuladoCasosHastaLaFecha
2020-03-11 00:00:00;48;CORELLA;261;CORELLA;1;2
2020-03-11 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;2
2020-03-11 00:00:00;67;SARRIGUREN;297;SARRIGUREN;3;3
2020-03-11 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;1;5
2020-03-11 00:00:00;47;VALTIERRA-CADREITA;662;MILAGRO;1;1
2020-03-11 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;1;3
2020-03-11 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;1
2020-03-11 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;2
2020-03-11 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;1
2020-03-11 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;1
2020-03-11 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;1
2020-03-11 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;1;1
2020-03-11 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;3;7
2020-03-11 00:00:00;45;TUDELA OESTE;802;TUDELA;1;1
2020-03-11 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;1
2020-03-12 00:00:00;99;FUERA DE NAVARRA;40;ANSO¡IN / ANTSOAIN;3;3
2020-03-12 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;1
2020-03-12 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;5
2020-03-12 00:00:00;41;ARTAJONA;133;ARTAJONA;1;1
2020-03-12 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;1;1
2020-03-12 00:00:00;43;OLITE;232;CAPARROSO;1;1
2020-03-12 00:00:00;2;ETXARRI-ARANATZ;278;ETXARRI ARANATZ;1;3
2020-03-12 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;4
2020-03-12 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;1;6
2020-03-12 00:00:00;28;NO¡IN;307;TORRES;1;1
2020-03-12 00:00:00;28;NO¡IN;397;ESQUÕROZ;2;2
2020-03-12 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;3
2020-03-12 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;5;20
2020-03-12 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;2
2020-03-12 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;3
2020-03-12 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;2
2020-03-12 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;3
2020-03-12 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;3;4
2020-03-12 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;2
2020-03-12 00:00:00;43;OLITE;755;PITILLAS;1;1
2020-03-12 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;1;1
2020-03-12 00:00:00;46;TUDELA ESTE;802;TUDELA;2;2
2020-03-12 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;2
2020-03-13 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;3
2020-03-13 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;2;3
2020-03-13 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;7
2020-03-13 00:00:00;32;ESTELLA;146;AYEGUI / AIEGI;2;3
2020-03-13 00:00:00;40;TAFALLA;151;BAR¡SOAIN;3;3
2020-03-13 00:00:00;51;BU—UEL;223;BU—UEL;1;1
2020-03-13 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;1
2020-03-13 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;2;2
2020-03-13 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;1
2020-03-13 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;3
2020-03-13 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;2;2
2020-03-13 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;5
2020-03-13 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;7;13
2020-03-13 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;22
2020-03-13 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;1;4
2020-03-13 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;1;3
2020-03-13 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;5
2020-03-13 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;3
2020-03-13 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;4
2020-03-13 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;1;4
2020-03-13 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;5
2020-03-13 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;2;3
2020-03-13 00:00:00;29;SANG‹ESA;782;SANG‹ESA / ZANGOZA;2;9
2020-03-13 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;2;4
2020-03-14 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;4
2020-03-14 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;1
2020-03-14 00:00:00;1;ALTSASU/ALSASUA;16;ALTSASU / ALSASUA;3;5
2020-03-14 00:00:00;6;ELIZONDO;187;ELIZONDO;1;1
2020-03-14 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;2
2020-03-14 00:00:00;47;VALTIERRA-CADREITA;231;CADREITA;1;1
2020-03-14 00:00:00;11;HUARTE;292;GORRAIZ;1;1
2020-03-14 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;7
2020-03-14 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;8;21
2020-03-14 00:00:00;12;VILLAVA;380;ARRE;1;1
2020-03-14 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;1
2020-03-14 00:00:00;14;BERRIOZAR;493;SARASA;1;1
2020-03-14 00:00:00;38;LODOSA;613;LODOSA;1;1
2020-03-14 00:00:00;38;LODOSA;646;MENDAVIA;1;1
2020-03-14 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;24
2020-03-14 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;3;7
2020-03-14 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;3;6
2020-03-14 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;5
2020-03-14 00:00:00;40;TAFALLA;793;TAFALLA;2;2
2020-03-14 00:00:00;46;TUDELA ESTE;802;TUDELA;1;3
2020-03-14 00:00:00;37;VIANA;886;VIANA;1;2
2020-03-15 00:00:00;35;ANCÕN-AM…SCOA;36;ANCÕN / ANTZIN;1;1
2020-03-15 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;8
2020-03-15 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;1;1
2020-03-15 00:00:00;34;ALLO;131;ARR”NIZ;1;1
2020-03-15 00:00:00;41;ARTAJONA;133;ARTAJONA;5;6
2020-03-15 00:00:00;40;TAFALLA;151;BAR¡SOAIN;1;4
2020-03-15 00:00:00;13;BURLADA;227;BURLADA / BURLATA;3;5
2020-03-15 00:00:00;29;SANG‹ESA;239;C¡SEDA;2;2
2020-03-15 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;1;2
2020-03-15 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;5
2020-03-15 00:00:00;99;FUERA DE NAVARRA;261;CORELLA;1;1
2020-03-15 00:00:00;11;HUARTE;292;GORRAIZ;1;2
2020-03-15 00:00:00;28;NO¡IN;307;TORRES;1;2
2020-03-15 00:00:00;44;PERALTA;389;FUNES;1;1
2020-03-15 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;2
2020-03-15 00:00:00;11;HUARTE;448;HUARTE / UHARTE;2;2
2020-03-15 00:00:00;2;ETXARRI-ARANATZ;525;LAKUNTZA;1;1
2020-03-15 00:00:00;34;ALLO;579;LERÕN;1;1
2020-03-15 00:00:00;12;VILLAVA;706;ZANDIO;1;1
2020-03-15 00:00:00;40;TAFALLA;741;ORÕSOAIN;1;1
2020-03-15 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;1;4
2020-03-15 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;5;29
2020-03-15 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;1;8
2020-03-15 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;2;8
2020-03-15 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;3;5
2020-03-15 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;6
2020-03-15 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;6
2020-03-15 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;6
2020-03-15 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;4;8
2020-03-15 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;1
2020-03-15 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;6
2020-03-15 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;4;5
2020-03-15 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;4
2020-03-15 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;1;2
2020-03-15 00:00:00;7;DONEZTEBE/SANTESTEBAN;786;DONEZTEBE / SANTESTEBAN;1;1
2020-03-15 00:00:00;40;TAFALLA;793;TAFALLA;3;5
2020-03-15 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;1;1
2020-03-15 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;4;8
2020-03-16 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;2;6
2020-03-16 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;2
2020-03-16 00:00:00;66;BUZTINTXURI;42;ARTICA / ARTIKA;1;4
2020-03-16 00:00:00;41;ARTAJONA;133;ARTAJONA;2;8
2020-03-16 00:00:00;40;TAFALLA;151;BAR¡SOAIN;4;8
2020-03-16 00:00:00;13;BURLADA;227;BURLADA / BURLATA;1;6
2020-03-16 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;1
2020-03-16 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;1;6
2020-03-16 00:00:00;25;ZIZUR-ECHAVACOIZ;251;CIZUR MENOR;1;3
2020-03-16 00:00:00;48;CORELLA;261;CORELLA;1;3
2020-03-16 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;9
2020-03-16 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;2;23
2020-03-16 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;1;1
2020-03-16 00:00:00;49;CINTRU…NIGO;386;FITERO;1;1
2020-03-16 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;3
2020-03-16 00:00:00;40;TAFALLA;412;GARÕNOAIN;1;1
2020-03-16 00:00:00;15;ORCOYEN;725;ORKOIEN;1;1
2020-03-16 00:00:00;30;VALLE DE SALAZAR;742;ORONZ / ORONTZE;1;1
2020-03-16 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;31
2020-03-16 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;2;10
2020-03-16 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;6;11
2020-03-16 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;1;7
2020-03-16 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;8
2020-03-16 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;2;8
2020-03-16 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;6;14
2020-03-16 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;3;9
2020-03-16 00:00:00;99;FUERA DE NAVARRA;747;PAMPLONA / IRU—A;2;3
2020-03-16 00:00:00;40;TAFALLA;793;TAFALLA;1;6
2020-03-16 00:00:00;46;TUDELA ESTE;802;TUDELA;1;4
2020-03-16 00:00:00;37;VIANA;886;VIANA;1;3
2020-03-16 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;1;9
2020-03-16 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;2
2020-03-17 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;3
2020-03-17 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;1;1
2020-03-17 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;9
2020-03-17 00:00:00;3;IRURTZUN;92;IRURTZUN;1;1
2020-03-17 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;1
2020-03-17 00:00:00;41;ARTAJONA;133;ARTAJONA;1;9
2020-03-17 00:00:00;40;TAFALLA;151;BAR¡SOAIN;1;9
2020-03-17 00:00:00;6;ELIZONDO;195;LEKAROZ;1;1
2020-03-17 00:00:00;13;BURLADA;227;BURLADA / BURLATA;3;9
2020-03-17 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;1;3
2020-03-17 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;4;6
2020-03-17 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;6;12
2020-03-17 00:00:00;7;DONEZTEBE/SANTESTEBAN;268;GAZTELU;1;1
2020-03-17 00:00:00;11;HUARTE;292;GORRAIZ;1;3
2020-03-17 00:00:00;67;SARRIGUREN;297;SARRIGUREN;2;11
2020-03-17 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;2;25
2020-03-17 00:00:00;32;ESTELLA;337;ESTELLA-LIZARRA;1;2
2020-03-17 00:00:00;11;HUARTE;339;ANTXORITZ;1;1
2020-03-17 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;4
2020-03-17 00:00:00;28;NO¡IN;402;BERI¡IN;1;1
2020-03-17 00:00:00;11;HUARTE;448;HUARTE / UHARTE;1;3
2020-03-17 00:00:00;15;ORCOYEN;721;IZCUE;1;1
2020-03-17 00:00:00;15;ORCOYEN;726;ORORBIA;1;1
2020-03-17 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;2;6
2020-03-17 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;4;35
2020-03-17 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;2;10
2020-03-17 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;1;12
2020-03-17 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;2;10
2020-03-17 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;3;11
2020-03-17 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;2;16
2020-03-17 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;2;11
2020-03-17 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;6
2020-03-17 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;3
2020-03-17 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;1;3
2020-03-17 00:00:00;40;TAFALLA;793;TAFALLA;1;7
2020-03-17 00:00:00;46;TUDELA ESTE;802;TUDELA;1;5
2020-03-17 00:00:00;10;AOIZ;865;URROZ-VILLA;1;1
2020-03-17 00:00:00;33;VILLATUERTA;893;VILLATUERTA;1;1
2020-03-17 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;2;3
2020-03-17 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;3;12
2020-03-17 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;1;3
2020-03-18 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;2;8
2020-03-18 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;3;6
2020-03-18 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;2;3
2020-03-18 00:00:00;14;BERRIOZAR;46;BERRIOZAR;1;10
2020-03-18 00:00:00;36;LOS ARCOS;124;LOS ARCOS;1;1
2020-03-18 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;2;3
2020-03-18 00:00:00;41;ARTAJONA;133;ARTAJONA;1;10
2020-03-18 00:00:00;99;FUERA DE NAVARRA;133;ARTAJONA;1;1
2020-03-18 00:00:00;40;TAFALLA;151;BAR¡SOAIN;4;13
2020-03-18 00:00:00;13;BURLADA;227;BURLADA / BURLATA;7;16
2020-03-18 00:00:00;43;OLITE;232;CAPARROSO;1;2
2020-03-18 00:00:00;50;CASCANTE;238;CASCANTE;2;3
2020-03-18 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;3;9
2020-03-18 00:00:00;25;ZIZUR-ECHAVACOIZ;249;ASTR¡IN;1;1
2020-03-18 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;3;15
2020-03-18 00:00:00;11;HUARTE;289;ELCANO;1;1
2020-03-18 00:00:00;11;HUARTE;292;GORRAIZ;2;5
2020-03-18 00:00:00;67;SARRIGUREN;297;SARRIGUREN;1;12
2020-03-18 00:00:00;44;PERALTA;389;FUNES;1;2
2020-03-18 00:00:00;51;BU—UEL;390;FUSTI—ANA;1;5
2020-03-18 00:00:00;33;VILLATUERTA;440;MUEZ;1;1
2020-03-18 00:00:00;14;BERRIOZAR;520;OS¡CAR;1;1
2020-03-18 00:00:00;38;LODOSA;613;LODOSA;2;3
2020-03-18 00:00:00;38;LODOSA;646;MENDAVIA;1;2
2020-03-18 00:00:00;12;VILLAVA;703;OLAVE / OLABE;1;1
2020-03-18 00:00:00;15;ORCOYEN;725;ORKOIEN;1;2
2020-03-18 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;3;38
2020-03-18 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;3;13
2020-03-18 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;2;12
2020-03-18 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;2;14
2020-03-18 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;3;10
2020-03-18 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;3;13
2020-03-18 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;6;17
2020-03-18 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;4;20
2020-03-18 00:00:00;25;ZIZUR-ECHAVACOIZ;747;PAMPLONA / IRU—A;1;2
2020-03-18 00:00:00;61;AZPILAGA—A;747;PAMPLONA / IRU—A;1;12
2020-03-18 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;4
2020-03-18 00:00:00;67;SARRIGUREN;747;PAMPLONA / IRU—A;1;1
2020-03-18 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;2;5
2020-03-18 00:00:00;40;TAFALLA;793;TAFALLA;1;8
2020-03-18 00:00:00;45;TUDELA OESTE;802;TUDELA;1;2
2020-03-18 00:00:00;46;TUDELA ESTE;802;TUDELA;7;12
2020-03-18 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;1
2020-03-18 00:00:00;8;ULTZAMA;813;GERENDIAIN;1;1
2020-03-18 00:00:00;12;VILLAVA;894;VILLAVA / ATARRABIA;1;4
2020-03-18 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;6;18
2020-03-18 00:00:00;68;ARANGUREN;960;MUTILVA / MUTILOA;2;5
2020-03-19 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;1;7
2020-03-19 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;1
2020-03-19 00:00:00;14;BERRIOZAR;46;BERRIOZAR;2;12
2020-03-19 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;1;2
2020-03-19 00:00:00;47;VALTIERRA-CADREITA;127;ARGUEDAS;1;4
2020-03-19 00:00:00;41;ARTAJONA;133;ARTAJONA;1;11
2020-03-19 00:00:00;40;TAFALLA;151;BAR¡SOAIN;2;15
2020-03-19 00:00:00;6;ELIZONDO;187;ELIZONDO;1;2
2020-03-19 00:00:00;13;BURLADA;227;BURLADA / BURLATA;4;20
2020-03-19 00:00:00;50;CASCANTE;238;CASCANTE;1;4
2020-03-19 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;2;17
2020-03-19 00:00:00;99;FUERA DE NAVARRA;261;CORELLA;1;2
2020-03-19 00:00:00;34;ALLO;264;DICASTILLO;1;1
2020-03-19 00:00:00;11;HUARTE;287;EG‹…S;1;1
2020-03-19 00:00:00;11;HUARTE;292;GORRAIZ;3;8
2020-03-19 00:00:00;28;NO¡IN;304;NO¡IN / NOAIN;2;27
2020-03-19 00:00:00;44;PERALTA;389;FUNES;1;3
2020-03-19 00:00:00;28;NO¡IN;402;BERI¡IN;1;2
2020-03-19 00:00:00;29;SANG‹ESA;509;JAVIER;1;1
2020-03-19 00:00:00;41;ARTAJONA;534;LARRAGA;1;1
2020-03-19 00:00:00;3;IRURTZUN;542;ETXARRI;1;1
2020-03-19 00:00:00;34;ALLO;579;LERÕN;1;2
2020-03-19 00:00:00;38;LODOSA;646;MENDAVIA;1;3
2020-03-19 00:00:00;27;PUENTE LA REINA;651;MENDIGORRIA;2;2
2020-03-19 00:00:00;43;OLITE;709;OLITE / ERRIBERRI;1;1
2020-03-19 00:00:00;16;SAN JORGE;747;PAMPLONA / IRU—A;3;9
2020-03-19 00:00:00;17;ROCHAPEA;747;PAMPLONA / IRU—A;2;40
2020-03-19 00:00:00;18;CHANTREA;747;PAMPLONA / IRU—A;5;18
2020-03-19 00:00:00;19;CASCO VIEJO-I ENSANCHE;747;PAMPLONA / IRU—A;5;17
2020-03-19 00:00:00;20;II ENSANCHE;747;PAMPLONA / IRU—A;2;16
2020-03-19 00:00:00;21;MILAGROSA;747;PAMPLONA / IRU—A;2;12
2020-03-19 00:00:00;22;ITURRAMA;747;PAMPLONA / IRU—A;1;14
2020-03-19 00:00:00;23;SAN JUAN;747;PAMPLONA / IRU—A;7;24
2020-03-19 00:00:00;24;ERMITAGA—A;747;PAMPLONA / IRU—A;3;23
2020-03-19 00:00:00;63;MENDILLORRI;747;PAMPLONA / IRU—A;1;7
2020-03-19 00:00:00;66;BUZTINTXURI;747;PAMPLONA / IRU—A;1;5
2020-03-19 00:00:00;43;OLITE;755;PITILLAS;1;2
2020-03-19 00:00:00;27;PUENTE LA REINA;756;PUENTE LA REINA / GARES;1;5
2020-03-19 00:00:00;39;SAN ADRI¡N;779;SAN ADRI¡N;3;8
2020-03-19 00:00:00;40;TAFALLA;793;TAFALLA;1;9
2020-03-19 00:00:00;45;TUDELA OESTE;802;TUDELA;1;3
2020-03-19 00:00:00;46;TUDELA ESTE;802;TUDELA;6;18
2020-03-19 00:00:00;99;FUERA DE NAVARRA;802;TUDELA;1;2
2020-03-19 00:00:00;37;VIANA;886;VIANA;1;4
2020-03-19 00:00:00;47;VALTIERRA-CADREITA;889;VILLAFRANCA;1;1
2020-03-19 00:00:00;26;BARA—¡IN;942;BARA—¡IN / BARA—AIN;4;22
2020-03-20 00:00:00;-1;Nulo/Sin informar;-1;Nulo/Sin informar;1;9
2020-03-20 00:00:00;99;FUERA DE NAVARRA;0;FUERA DE NAVARRA;2;9
2020-03-20 00:00:00;64;ANSO¡IN;40;ANSO¡IN / ANTSOAIN;3;6
2020-03-20 00:00:00;14;BERRIOZAR;45;BERRIOSUSO / BERRIOGOITI;1;2
2020-03-20 00:00:00;10;AOIZ;60;AOIZ / AGOITZ;1;3
2020-03-20 00:00:00;41;ARTAJONA;209;BERBINZANA;1;1
2020-03-20 00:00:00;51;BU—UEL;223;BU—UEL;1;2
2020-03-20 00:00:00;13;BURLADA;227;BURLADA / BURLATA;9;29
2020-03-20 00:00:00;67;SARRIGUREN;227;BURLADA / BURLATA;1;4
2020-03-20 00:00:00;39;SAN ADRI¡N;234;C¡RCAR;1;2
2020-03-20 00:00:00;48;CORELLA;241;CASTEJ”N;1;1
2020-03-20 00:00:00;49;CINTRU…NIGO;244;CINTRU…NIGO;5;14
2020-03-20 00:00:00;25;ZIZUR-ECHAVACOIZ;250;ZIZUR MAYOR / ZIZUR NAGUSIA;4;21
2020-03-20 00:00:00;67;SARRIGUREN;285;BADOST¡IN;1;1
2020-03-20 00:00:00;11;HUARTE;364;ZUBIRI;1;1
